Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,MS,Mississippi,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,"1,174",18.1,16.8,19.4,"1,713",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,28,BO1,CAT1,EDUCA,RESP024,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,102,4.5,3.4,5.5,"1,793",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP027,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,131,4.7,3.7,5.7,"1,792",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP028,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Student,Overall,Overall,67,4.1,3,5.2,"1,795",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP030,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,"1,310",17.4,16.2,18.6,"1,796",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP031,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,629,12.5,11.2,13.8,"1,797",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP032,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,"1,462",44.9,42.7,47,"1,790",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP137,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,226,4.8,4,5.7,"1,794",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP141,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,259,7.2,5.9,8.4,"1,791",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,28,BO1,CAT1,EMPLOY1,RESP172,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Income,What is your annual household income?,"Less than $15,000",Overall,Overall,692,18.5,16.7,20.3,"1,969",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,28,BO1,CAT1,INCOME,RESP016,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Income,What is your annual household income?,"$15,000 - 24,999",Overall,Overall,805,23.2,21.3,25.2,"1,970",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,28,BO1,CAT1,INCOME,RESP017,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Income,What is your annual household income?,"$25,000 - 34,999",Overall,Overall,488,14.2,12.5,15.9,"1,971",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,28,BO1,CAT1,INCOME,RESP018,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Income,What is your annual household income?,"$35,000 -  49,999",Overall,Overall,464,13.6,12,15.2,"1,972",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,28,BO1,CAT1,INCOME,RESP019,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Income,What is your annual household income?,"$50,000+",Overall,Overall,"1,100",30.5,28.4,32.6,"1,973",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,28,BO1,CAT1,INCOME,RESP020,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,"2,548",70.4,68.5,72.3,"2,154",%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,28,BO1,CAT1,INTERNET,RESP046,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,"1,589",29.6,27.8,31.5,"2,155",%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,28,BO1,CAT1,INTERNET,RESP054,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,"1,979",47.7,45.5,49.8,"1,443",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,28,BO1,CAT1,MARITAL,RESP033,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,613,12.5,11.2,13.9,"1,444",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,28,BO1,CAT1,MARITAL,RESP034,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,699,7.5,6.7,8.3,"1,445",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,28,BO1,CAT1,MARITAL,RESP035,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,150,3.5,2.6,4.4,"1,446",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,28,BO1,CAT1,MARITAL,RESP036,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,700,27,24.8,29.1,"1,447",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,28,BO1,CAT1,MARITAL,RESP037,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,43,1.9,1.2,2.6,"1,448",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,28,BO1,CAT1,MARITAL,RESP038,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,13,,,,"1,584",%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS05,Topic39,28,BO1,CAT1,_CHLDCNT,RESP090,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,43,1.6,1,2.1,"1,583",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,28,BO1,CAT1,_CHLDCNT,RESP091,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,135,5.3,4.2,6.3,"1,582",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,28,BO1,CAT1,_CHLDCNT,RESP092,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,337,11.8,10.4,13.3,"1,581",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,28,BO1,CAT1,_CHLDCNT,RESP093,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,516,17.7,15.9,19.6,"1,580",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,28,BO1,CAT1,_CHLDCNT,RESP094,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,"3,146",63,60.9,65.2,"1,579",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,28,BO1,CAT1,_CHLDCNT,RESP095,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,"2,558",59.9,57.8,62,"1,242",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,28,BO1,CAT1,RACE,RESP005,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,"1,509",35.1,33.1,37.1,"1,243",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,28,BO1,CAT1,RACE,RESP006,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,18,0.7,0.3,1,"1,246",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,28,BO1,CAT1,RACE,RESP008,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,56,2.1,1.4,2.8,"1,245",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,28,BO1,CAT1,RACE,RESP009,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,37,2.3,1.3,3.3,"1,244",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,28,BO1,CAT1,RACE,RESP007,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,"3,144",71.9,69.9,73.8,"2,200",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,28,BO1,CAT1,RENTHOM1,RESP003,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Rent/Own Home,Do you own or rent your home?,Rent,Overall,Overall,677,18.5,16.9,20.2,"2,201",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,28,BO1,CAT1,RENTHOM1,RESP004,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Rent/Own Home,Do you own or rent your home?,Other,Overall,Overall,293,9.6,8.2,10.9,"2,202",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,28,BO1,CAT1,RENTHOM1,RESP009,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Sex,Gender of respondent,Male,Overall,Overall,"1,521",47.8,45.7,50,"2,064",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,28,BO1,CAT1,SEX,RESP001,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Sex,Gender of respondent,Female,Overall,Overall,"2,684",52.2,50,54.3,"2,065",%,Crude Prevalence,,,BRFSS,CLASS05,Topic51,28,BO1,CAT1,SEX,RESP002,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,Yes,Overall,Overall,542,12.6,11.2,13.9,"2,108",%,Crude Prevalence,,,BRFSS,CLASS05,Topic61,28,BO1,CAT1,VETERAN3,RESP046,"(32.745510099000455, -89.53803082499968)"
2014,MS,Mississippi,Demographics,Veteran Status,Have you ever served on active duty in the United States Armed Forces?,No,Overall,Overall,"3,660",87.5,86.1,88.8,"2,109",%,Crude Prevalence,,,BRFSS,CLASS05,Topic61,28,BO1,CAT1,VETERAN3,RESP054,"(32.745510099000455, -89.53803082499968)"
2014,MO,Missouri,Demographics,Age,What is your age?,18-24 years,Overall,Overall,336,12.9,11.4,14.4,"1,347",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,29,BO1,CAT1,AGE,RESP010,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Age,What is your age?,25-34 years,Overall,Overall,546,16.7,15.2,18.3,"1,348",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,29,BO1,CAT1,AGE,RESP011,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Age,What is your age?,35-44 years,Overall,Overall,717,15.6,14.3,17,"1,349",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,29,BO1,CAT1,AGE,RESP012,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Age,What is your age?,45-54 years,Overall,Overall,"1,060",17.4,16.2,18.7,"1,350",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,29,BO1,CAT1,AGE,RESP013,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Age,What is your age?,55-64 years,Overall,Overall,"1,645",17,15.9,18.1,"1,351",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,29,BO1,CAT1,AGE,RESP014,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Age,What is your age?,65+ years,Overall,Overall,"2,777",20.3,19.2,21.3,"1,352",%,Crude Prevalence,,,BRFSS,CLASS05,Topic02,29,BO1,CAT1,AGE,RESP015,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",Yes,Overall,Overall,430,4.6,3.9,5.2,"2,383",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,BLIND,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",No,Overall,Overall,"6,459",95.5,94.8,96.1,"2,384",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,BLIND,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",Yes,Overall,Overall,805,11.6,10.5,12.7,"2,429",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,DECIDE,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,"Do you have serious difficulty concentrating, remembering, or making decisions?",No,Overall,Overall,"6,063",88.4,87.3,89.6,"2,430",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,DECIDE,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,Do you have difficulty doing errands alone?,Yes,Overall,Overall,721,7.8,6.9,8.7,"2,567",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,DIFFALON,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,Do you have difficulty doing errands alone?,No,Overall,Overall,"6,144",92.2,91.3,93.1,"2,568",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,DIFFALON,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,Do you have difficulty dressing or bathing?,Yes,Overall,Overall,415,4.1,3.5,4.6,"2,521",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,DIFFDRES,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,Do you have difficulty dressing or bathing?,No,Overall,Overall,"6,463",96,95.4,96.5,"2,522",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,DIFFDRES,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,Yes,Overall,Overall,"1,467",14.2,13.1,15.3,"2,475",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,DIFFWALK,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,Do you have serious difficulty walking or climbing stairs?,No,Overall,Overall,"5,403",85.8,84.8,86.9,"2,476",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,DIFFWALK,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,Overall,Overall,"2,081",23.2,21.8,24.5,"2,291",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,QLACTLM2,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,Overall,Overall,"4,818",76.8,75.5,78.2,"2,292",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,QLACTLM2,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,Yes,Overall,Overall,"1,111",10,9.1,10.9,"2,337",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,USEEQUIP,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Disability status,Adults with health problem(s) that requires the use of special equipment,No,Overall,Overall,"5,796",90,89.1,90.9,"2,338",%,Crude Prevalence,,,BRFSS,CLASS05,Topic19,29,BO1,CAT1,USEEQUIP,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Education,What is the highest grade or year of school you completed?,Less than H.S.,Overall,Overall,703,12.9,11.5,14.2,"1,729",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,29,BO1,CAT1,EDUCA,RESP021,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Education,What is the highest grade or year of school you completed?,H.S. or G.E.D.,Overall,Overall,"2,331",31.7,30,33.3,"1,730",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,29,BO1,CAT1,EDUCA,RESP022,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Education,What is the highest grade or year of school you completed?,Some post-H.S.,Overall,Overall,"1,921",31.7,30,33.4,"1,731",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,29,BO1,CAT1,EDUCA,RESP023,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Education,What is the highest grade or year of school you completed?,College+,Overall,Overall,"2,082",23.8,22.4,25.1,"1,732",%,Crude Prevalence,,,BRFSS,CLASS05,Topic21,29,BO1,CAT1,EDUCA,RESP024,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,No work< yr,Overall,Overall,131,2.9,2.2,3.6,"1,812",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP027,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,No work >yr,Overall,Overall,136,2.1,1.6,2.7,"1,811",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP028,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Student,Overall,Overall,170,5.7,4.7,6.7,"1,814",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP030,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Retired,Overall,Overall,"2,386",18.4,17.4,19.4,"1,815",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP031,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Unable to work,Overall,Overall,677,8.3,7.4,9.2,"1,816",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP032,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Employed,Overall,Overall,"2,631",49,47.2,50.7,"1,809",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP137,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Homemaker,Overall,Overall,363,5.5,4.7,6.3,"1,813",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP141,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Employment,What is your employment status?,Self-employed,Overall,Overall,538,8.2,7.2,9.2,"1,810",%,Crude Prevalence,,,BRFSS,CLASS05,Topic22,29,BO1,CAT1,EMPLOY1,RESP172,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Income,What is your annual household income?,"Less than $15,000",Overall,Overall,734,10.7,9.5,11.9,"1,991",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,29,BO1,CAT1,INCOME,RESP016,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Income,What is your annual household income?,"$15,000 - 24,999",Overall,Overall,"1,163",16.6,15.2,17.9,"1,992",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,29,BO1,CAT1,INCOME,RESP017,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Income,What is your annual household income?,"$25,000 - 34,999",Overall,Overall,760,11.8,10.6,13,"1,993",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,29,BO1,CAT1,INCOME,RESP018,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Income,What is your annual household income?,"$35,000 -  49,999",Overall,Overall,952,16.4,15,17.9,"1,994",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,29,BO1,CAT1,INCOME,RESP019,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Income,What is your annual household income?,"$50,000+",Overall,Overall,"2,247",44.5,42.6,46.4,"1,995",%,Crude Prevalence,,,BRFSS,CLASS05,Topic33,29,BO1,CAT1,INCOME,RESP020,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Internet,Have you used the internet in the past 30 days?,Yes,Overall,Overall,"4,950",81.5,80.3,82.7,"2,176",%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,29,BO1,CAT1,INTERNET,RESP046,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Internet,Have you used the internet in the past 30 days?,No,Overall,Overall,"2,013",18.5,17.3,19.7,"2,177",%,Crude Prevalence,,,BRFSS,CLASS05,Topic34,29,BO1,CAT1,INTERNET,RESP054,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Marital Status,What is your marital status?,Married,Overall,Overall,"3,524",52.8,51.1,54.6,"1,455",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,29,BO1,CAT1,MARITAL,RESP033,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Marital Status,What is your marital status?,Divorced,Overall,Overall,"1,030",12.1,11,13.2,"1,456",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,29,BO1,CAT1,MARITAL,RESP034,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Marital Status,What is your marital status?,Widowed,Overall,Overall,"1,207",7.5,6.8,8.1,"1,457",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,29,BO1,CAT1,MARITAL,RESP035,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Marital Status,What is your marital status?,Separated,Overall,Overall,137,2.1,1.6,2.6,"1,458",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,29,BO1,CAT1,MARITAL,RESP036,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Marital Status,What is your marital status?,Never married,Overall,Overall,992,22.1,20.5,23.8,"1,459",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,29,BO1,CAT1,MARITAL,RESP037,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Marital Status,What is your marital status?,Partnered,Overall,Overall,139,3.4,2.7,4.1,"1,460",%,Crude Prevalence,,,BRFSS,CLASS05,Topic38,29,BO1,CAT1,MARITAL,RESP038,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,Overall,Overall,54,1.4,0.9,1.8,"1,596",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,29,BO1,CAT1,_CHLDCNT,RESP090,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,Overall,Overall,76,1.8,1.3,2.3,"1,595",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,29,BO1,CAT1,_CHLDCNT,RESP091,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,Overall,Overall,216,5.3,4.4,6.2,"1,594",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,29,BO1,CAT1,_CHLDCNT,RESP092,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,Overall,Overall,581,12.5,11.3,13.8,"1,593",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,29,BO1,CAT1,_CHLDCNT,RESP093,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,Overall,Overall,653,13.7,12.4,15,"1,592",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,29,BO1,CAT1,_CHLDCNT,RESP094,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Number of Children,How many children live in your household? (variable calculated from one or more BRFSS questions),None,Overall,Overall,"5,460",65.4,63.6,67.1,"1,591",%,Crude Prevalence,,,BRFSS,CLASS05,Topic39,29,BO1,CAT1,_CHLDCNT,RESP095,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Race,What is your race/ethnicity?,White,Overall,Overall,"5,702",82.1,80.6,83.6,"1,252",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,29,BO1,CAT1,RACE,RESP005,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Race,What is your race/ethnicity?,Black,Overall,Overall,919,10.9,9.7,12.1,"1,253",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,29,BO1,CAT1,RACE,RESP006,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Race,What is your race/ethnicity?,MultiRacial,Overall,Overall,124,1.3,1,1.7,"1,256",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,29,BO1,CAT1,RACE,RESP008,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Race,What is your race/ethnicity?,Other,Overall,Overall,166,2.9,2.2,3.5,"1,255",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,29,BO1,CAT1,RACE,RESP009,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Race,What is your race/ethnicity?,Hispanic,Overall,Overall,91,2.9,2.1,3.6,"1,254",%,Crude Prevalence,,,BRFSS,CLASS05,Topic48,29,BO1,CAT1,RACE,RESP007,"(38.635790776000476, -92.56630005299968)"
2014,MO,Missouri,Demographics,Rent/Own Home,Do you own or rent your home?,Own,Overall,Overall,"5,100",71.7,70.1,73.3,"2,222",%,Crude Prevalence,,,BRFSS,CLASS05,Topic49,29,BO1,CAT1,RENTHOM1,RESP003,"(38.635790776000476, -92.56630005299968)"
